date,code,short,full,toneQ,toneA,day5,day10,day20,day60,day120,day250,day364
2017/05/03,300596.0,利安隆,利安隆2016年度业绩说明会,0.7241379310344828,0.8884664131812421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/09,2258.0,利尔化学,利尔化学2016年度业绩说明会,0.673202614379085,0.6379789006107718,0.02201027146001473,0.04293683171378615,0.0654363248499282,0.04856359873976989,0.03583127599688702,0.16346472670620724,0.24823478738537266
2017/05/02,300289.0,利德曼,利德曼2016年度业绩说明会,0.5580212667591308,0.7434210526315791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/11,2131.0,利欧股份,利欧股份2016年度业绩说明会,0.3606237816764133,0.4874371859296482,-0.04552787237856245,-0.06827309236947776,-0.10692194403534576,-0.1353462520654949,-0.4688618712712884,-0.6699619604023995,-0.7261321583397349
2017/04/10,2734.0,利民股份,利民股份2016年度业绩说明会,0.5483133218982276,0.5741324921135647,-0.02787489975942261,-0.04241594856772198,-0.09729013854930717,-0.11701438223986975,-0.11669903736661215,-0.17681104245130572,-0.1768924022649361
2017/04/28,2501.0,利源精制,利源精制2016年度业绩网上说明会,0.504102096627165,0.6642335766423357,0.0032307430709061797,-0.03828808099401744,-0.07530767277009391,-0.09805976930494788,-0.0834066977343959,-0.10378241439930634,-0.10480900920956493
2017/05/11,601366.0,利群股份,利群股份2016年度业绩说明会,0.601078167115903,0.8405797101449275,-0.02565284178187396,-0.0730489295011424,-0.12030703903315353,-0.14775675535321733,-0.20398313363670525,-0.2568371247494179,-0.2957191515392678
2017/04/06,2189.0,利达光电,利达光电2016年度业绩说明会,0.8235294117647058,0.8706697459584296,-0.0039028620988725,-0.01565845005810711,-0.07732211474758173,-0.20234607707661564,-0.2476066598246316,-0.2769335945577105,-0.3175100561631189
2017/05/05,300421.0,力星股份,力星股份2016年度业绩网上说明会,0.7431192660550459,0.7190635451505016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/03,300184.0,力源信息,力源信息2016年度业绩说明会,0.6239801347995744,0.7190243902439024,0.013426240652617008,0.009203079863832935,-0.0058844507845933845,-0.08903432179198695,-0.159526747605551,-0.1632784186574328,-0.20006946250333807
2017/03/31,2393.0,力生制药,力生制药2016年业绩说明会,0.1804483645718486,0.8208023060293058,-0.008625037829113254,-0.05548842431695472,-0.08283365558779457,-0.11343402742757848,-0.14098325307266593,-0.13807410518370855,-0.1484609531331589
2017/05/04,2650.0,加加食品,加加食品2016年度业绩网上说明会,0.35708227311280744,0.5901814300960512,0.0,0.0,0.0,0.0,0.0,-0.0804572546716181,-0.1001369201030926
2017/04/21,2191.0,劲嘉股份,劲嘉股份2016年度业绩说明会,0.5468208092485549,0.8247086247086247,-0.03018560065266175,-0.04369095816464237,-0.06296549669531827,-0.08457898359527385,-0.08126015356579136,-0.07684772320398729,-0.11470957073752353
2017/04/17,300400.0,劲拓股份,劲拓股份2016年度业绩网上说明会,0.5609756097560976,0.7052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/24,2638.0,勤上股份,勤上股份2016年度业绩说明会,0.33628318584070804,0.7933333333333333,0.0,0.0,0.0,0.0,-0.1539226319595083,-0.471824635346545,-0.58445780073708
2017/05/02,2392.0,北京利尔,北京利尔2016年度业绩说明会,0.4385150812064965,0.6803551609322974,0.05117046818727458,0.034651947255443134,-0.008086342880863665,0.04853993742882635,0.07274139795510774,0.06236411797938798,0.013760823046796176
2017/04/05,300223.0,北京君正,北京君正2016年度业绩说明会,0.37735849056603776,0.7322922476296709,0.0,0.0,0.0,0.0,-0.4762745195658668,-0.4050996596985901,-0.0656111001472527
2017/04/27,2350.0,北京科锐,北京科锐2016年度业绩说明会,0.618665328650276,0.8874296435272045,0.018136335209505854,-0.045898018040129995,-0.021419770637854395,0.13766196337436246,-0.09481727953037304,-0.2848267989898334,-0.3441088249610384
2017/04/27,300352.0,北信源,北信源2016年度业绩说明会,0.4457831325301205,0.8025477707006371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/12,2246.0,北化股份,北化股份2016年度业绩说明会,0.6677316293929713,0.473972602739726,0.03215780035863698,-0.024649618883698182,-0.009681645409737141,-0.013807128291249046,0.036162928461388966,0.09651316388993456,0.01134276392792494
2017/05/10,2151.0,北斗星通,北斗星通2016年度业绩网上说明会,0.7358490566037735,0.751211433478501,-0.009654925800107388,-0.019917651181417702,-0.057137313867196685,-0.09835571521566124,-0.11738375013273653,-0.07046618265696751,-0.07117171410787689
2017/04/17,2307.0,北新路桥,北新路桥2016年度业绩网上说明会,0.6416464891041163,0.8127925117004681,0.14550335570469805,0.15028658568649111,0.24114866769290785,0.2889805497711309,0.5342118719537302,0.5480566578649851,0.5249318950242704
2017/03/28,2371.0,北方华创,北方华创2016年度业绩说明会,0.8240000000000001,0.851063829787234,-0.02499177902005924,-0.03043968432919942,-0.0670099481574891,-0.12220757792910415,-0.12852008339479912,-0.15056651120334752,-0.0601047772078841
2017/04/06,2613.0,北玻股份,北玻股份2016年度业绩说明会,0.7572254335260116,0.8387329013678906,0.013106159895150672,0.061002491853555524,-0.0412269129287599,-0.22674394927539224,-0.3034911547205095,-0.3855965649242863,-0.4321875260005992
2017/04/10,2148.0,北纬通信,北纬通信2016年度业绩说明会,0.5689555683785343,0.8761418176188265,-0.03800453514739218,-0.054913499357943735,-0.05942798223721986,-0.2494051225684515,-0.3341413786004385,-0.39025221760080464,-0.4265537054698999
2017/04/27,300216.0,千山药机,千山药机2016年度网上业绩说明会,0.6867469879518072,0.8024691358024691,0.003912046404964288,-0.017922020381036956,-0.022648357111087074,-0.12718463023622306,-0.217873401948082,-0.285801888245465,-0.3786014166071297
2017/05/10,2373.0,千方科技,千方科技2016年度业绩网上说明会,0.4864864864864865,0.7111111111111111,0.006407176037161597,0.09232245681381956,0.12162220827758725,0.025102641495285412,-0.014367866707613013,-0.06158904129266516,-0.03969766500968076
2017/05/05,2550.0,千红制药,千红制药2016年度业绩说明会,0.5510204081632653,0.7537437603993344,-0.01605324980422867,-0.02358490566037728,-0.03979466577390919,-0.10240724557082688,-0.1229279103938498,-0.21292656004133576,-0.30046701589821423
2017/04/24,2259.0,升达林业,升达林业2016年度业绩网上说明会,0.5774058577405857,0.8192090395480226,0.0044042232277526645,0.012555899552803555,-0.07999352279167668,-0.22174122803736926,-0.2514164337820017,-0.2405591473656941,-0.18957412763990453
2017/05/04,2248.0,华东数控,华东数控2016年度业绩网上说明会,0.5616797900262467,0.7515099223468508,-0.11908812521265748,-0.18135420210956116,-0.24171486900306224,-0.2972609731201089,-0.3487727770586478,-0.4516439628692899,-0.35527036430006104
2017/03/30,2685.0,华东重机,华东重机2016年度业绩说明会,0.3573407202216066,0.6424581005586593,0.0,0.0,0.0,0.0,-0.15325543422798246,-0.0018896645248189774,0.027295844003546548
2017/04/25,300161.0,华中数控,华中数控2016年度业绩说明会,0.5435647943387881,0.7275557861961598,0.000947193937958777,-0.01517513599575436,-0.09302670134659063,-0.2239691197775378,-0.25687596590360323,-0.2959820940763859,-0.3303490331622606
2017/03/29,300110.0,华仁药业,华仁药业2016年度业绩说明会,0.6771300448430493,0.8751027115858668,-0.02330717814588793,-0.02614664223598874,-0.0622463226937688,-0.1476688813861955,-0.3081600425820101,-0.2892443891193737,-0.2736232110653929
2017/03/24,2018.0,华信国际,华信国际2016年度业绩说明会,0.37113877362840014,0.7492877492877493,-0.011660978384527777,-0.02611097162942493,-0.036450552733791226,-0.14933192497106992,-0.22086685590405306,-0.18486851419643266,-0.2553967291279684
2017/04/12,2007.0,华兰生物,华兰生物2016年度业绩说明会,0.6132524902555219,0.7341692789968652,-0.005957387160078457,-0.0011046511627906845,-0.005022986548612216,-0.01761872314013354,-0.05369865320966783,-0.14217929975780405,-0.19808447848296426
2017/04/20,300592.0,华凯创意,华凯创意2016年度业绩网上说明会,0.5683453237410072,0.7641984184040259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/31,300045.0,华力创通,华力创通2016年度业绩说明会,0.5185659411011524,0.5992578849721707,-0.010463045414069326,-0.005201177625122621,-0.014671184317935262,-0.13629757104430434,-0.21365520729735932,-0.26835032407234805,-0.31109291151878177
2017/04/21,600325.0,华发股份,华发股份2016年度业绩说明会,0.4293628808864266,0.7970540098199672,-0.018186003683241282,-0.03072281738702122,-0.027217171526651075,-0.030573202425642806,-0.21089683107661236,-0.33274990854532044,-0.3184540551972083
2017/03/31,2185.0,华天科技,华天科技2016年度业绩说明会,0.5854601701469451,0.6642096642096642,0.017371601208459108,0.025586715241887596,0.029841327798194744,0.07782724092418766,-0.09643314491301637,-0.2471843907744811,-0.3008870889505394
2017/04/24,607.0,华媒控股,华媒控股2016年度业绩说明会,0.5027489309712889,0.8040566398775354,-0.008367933567550204,-0.030927376290494763,-0.10269726922432586,-0.2110466706789951,-0.2695523904595525,-0.4047607020942223,-0.3952579551034327
2017/03/28,2042.0,华孚色纺,华孚色纺2016年度业绩说明会,0.7088948787061995,0.84,-0.022957600827301063,-0.027303754266211417,-0.05158602341700922,-0.08149748901085821,-0.07297228527219482,-0.03874257698956461,0.03595589828973532
2017/03/29,300271.0,华宇软件,华宇软件2016年度业绩说明会,0.5,0.7333333333333333,0.0,0.0,0.0,0.0,-0.12318755664548875,-0.19084692087335312,-0.16393870218496942
2017/03/28,2645.0,华宏科技,华宏科技2016年度业绩说明会,0.7027027027027027,0.7723770005927684,-0.0037464261066745093,-0.03500082549116747,-0.08822404205996884,-0.2185303402508455,-0.3218266070354044,-0.30085634372159736,-0.235785053620466
2017/05/05,2064.0,华峰氨纶,华峰氨纶2016年年度报告说明会,0.375,0.6802507836990596,-0.005440158259149329,-0.0019999999999999575,-0.005046480743691697,-0.07436949605790955,-0.028950203670339368,0.007133470812784331,0.023752227781192545
2017/05/03,300180.0,华峰超纤,华峰超纤2016年度业绩说明会,0.7777777777777778,0.8567164179104477,-0.012310973245444206,-0.029711128344319618,0.0022744351485395487,-0.020350460916290315,-0.03930048566107225,-0.02753408695294789,-0.04411473889574834
2017/05/04,2035.0,华帝股份,华帝股份2016年度业绩网上说明会,0.7185501066098081,0.9089968976215098,-0.01680556827548324,-0.004953067091544976,-0.004561969595613553,-0.09585546071538613,-0.11492675678967272,-0.03074693794496413,0.05254575313920001
2017/05/03,300291.0,华录百纳,华录百纳2016年度业绩网上说明会,0.5015974440894568,0.7678983833718245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/07,2494.0,华斯股份,华斯股份2016年度业绩说明会,0.5964391691394659,0.6867469879518072,0.14592194145609202,0.2780600461893764,0.2706500795844855,0.29341390827331393,0.18258470879597785,-0.07004774129474378,-0.20117382864911112
2017/04/26,2274.0,华昌化工,华昌化工2016年度业绩网上说明会,0.696,0.7125154894671624,-0.02268760907504368,-0.048134312336295976,-0.1028555787686154,-0.1473129470272687,-0.11080888566944364,-0.15200536907676435,-0.19105127829456586
2017/03/30,300278.0,华昌达,华昌达2016年度业绩说明会,0.6262975778546713,0.8350515463917526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/05,2270.0,华明装备,华明装备2016年度业绩网上说明会,0.7956204379562044,0.8148964301454386,-0.030526087897813307,-0.034904095145059134,-0.05319049836981827,-0.17627309427437193,-0.2350334985766907,-0.30776835097730004,-0.3550374274244703
2017/04/25,300025.0,华星创业,华星创业2016年度业绩说明会,0.4995925020374898,0.761969904240766,0.0,0.0,0.0,-0.1870696250956388,-0.26619224497411,-0.36633188007066064,-0.4493210528045384
2017/05/11,300012.0,华测检测,华测检测2016年度业绩网上说明会,0.5726027397260274,0.7031325301204819,0.017218186709712147,0.016077663942289152,0.01991046735105231,-0.17732951979527364,-0.37510340923934377,-0.5127585955877415,-0.5548236667084879
2017/04/24,2787.0,华源控股,华源控股2016年度业绩说明会,0.8909090909090909,0.7888198757763976,0.0,0.0,0.0,0.0,0.0,-0.7124804391952982,-0.7508730630954151
2017/03/09,300323.0,华灿光电,华灿光电2016年度业绩说明会,0.5,0.7068114511352419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,300133.0,华策影视,华策影视2016年度业绩网上说明会,0.16159250585480095,0.8626977742021992,0.02260322352790093,0.016087238177499383,-0.019198626320933103,-0.0273969744392274,0.005633619174109106,-0.0988215867472822,-0.1851591922879158
2017/04/26,2840.0,华统股份,华统股份2016年度业绩网上说明会,0.7741935483870968,0.7265973254086181,0.04050972501676717,0.0619682859300277,0.012953632899414222,-0.11418406472754306,-0.017928225985025602,0.08540602619474906,0.17936765092325152
2017/04/20,300490.0,华自科技,华自科技2016年度业绩网上说明会,0.6467532467532467,0.7484276729559748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/08,300527.0,华舟应急,华舟应急2016年度业绩说明会,0.6754385964912281,0.8436482084690554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/11,2321.0,华英农业,华英农业2016年度业绩网上说明会,0.6283185840707964,0.7719714964370546,-0.020964890123768763,-0.00935060286781658,-0.027068064512667397,-0.033443425641499436,0.01641833809256055,0.1065690555896632,0.1160397102718974
2017/04/18,300330.0,华虹计通,华虹计通2016年度业绩网上说明会,0.32359774311317624,0.8071705426356589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/07,2630.0,华西能源,华西能源2016年度业绩说明会,1.0,0.8021978021978022,0.005477308294209725,0.024001820043226183,0.007188540836551711,-0.01394331899410634,-0.04030276291262201,-0.10233991995900836,-0.08476565614844685
2017/03/30,300027.0,华谊兄弟,华谊兄弟2016年度报告网上说明会,0.5152838427947598,0.7541248786800389,-0.02566658360328916,-0.030738959335373905,-0.0680100128893558,-0.16101653918717698,-0.20622174191847287,-0.23822151656516705,-0.3523129778943147
2017/04/24,300071.0,华谊嘉信,华谊嘉信2016年度业绩说明会,0.5238095238095238,0.7526205450733753,0.00013726835964302618,-0.027222539501237552,-0.09254267744833784,-0.157414965986394,-0.16285996983241766,-0.2168500240830088,-0.225100081110665
2017/03/31,2758.0,华通医药,华通医药2016年度业绩说明会,0.5628415300546448,0.6571428571428571,-0.011124845488257012,-0.0279136690647482,-0.05523428122638281,-0.18798920616540526,-0.3720210568171017,-0.4910520296924174,-0.654282034087193
2017/04/18,2004.0,华邦健康,华邦健康2016年度业绩网上说明会,0.4821852731591449,0.8133333333333334,-0.02146960991835503,-0.013258991013776405,-0.013494777705887912,-0.056070228755562834,-0.07203457820036242,-0.14960092269937422,-0.16657199171631198
2017/04/28,300462.0,华铭智能,华铭智能2016年度业绩说明会,0.7052631578947368,0.3295774647887324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/20,2806.0,华锋股份,华锋股份2016年度业绩说明会,0.925925925925926,0.8761609907120743,-0.0501478415138972,-0.1149998960938203,-0.1642527500899024,-0.4210229827924925,-0.42711181929580266,-0.5650819359070332,-0.5954213283555531
2017/04/10,300350.0,华鹏飞,华鹏飞2016年度业绩说明会,0.6480938416422287,0.8023695487774137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,2506.0,协鑫集成,协鑫集成2016年度业绩网上说明会,0.5054945054945055,0.6624895572263994,0.003274087932647389,-0.030879758003528907,-0.06921502704283006,-0.12181410567135233,-0.13625193603995536,-0.22547244906214836,-0.2765420474127852
2017/04/12,2369.0,卓翼科技,卓翼科技2016年度业绩说明会,0.7687074829931972,0.6785482825664291,-0.006636580833554552,-0.048153034300791625,-0.0967114568599716,-0.18045278851463314,-0.18653941083571773,-0.1823026043782789,-0.1685605469900645
2017/04/18,2040.0,南京港,南京港2016年度业绩说明会,0.7566539923954373,0.8184800437397485,-0.02731685291793658,-0.08758195031073561,-0.12498040091414885,-0.08514020105571067,-0.11671238320990435,-0.0501073509878793,-0.05070048669121141
2017/04/28,2757.0,南兴装备,南兴装备2016年度业绩说明会,0.6666666666666666,0.8347107438016529,0.03282903193908837,-0.017398025174295763,-0.0925463519215186,-0.12539103241823096,-0.11117664896947424,-0.12753959329911635,-0.1437216392706904
2017/05/04,300417.0,南华仪器,南华仪器2016年度业绩网上说明会,0.6528925619834711,0.8378378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/09,2305.0,南国置业,南国置业2016年度业绩网上说明会,0.6370808678500987,0.7667185069984448,-0.027605633802817012,-0.023898431665422302,0.03562460765850582,0.14103979178702136,0.08085953354865229,-0.013082838119484396,-0.09693681515571333
2017/04/25,300346.0,南大光电,南大光电2016年度业绩说明会,0.2599292174596933,0.819718309859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,2314.0,南山控股,南山控股2016年度业绩网上说明会,0.5779816513761468,0.7349693251533742,0.0026799741243877157,-0.040221402214022296,-0.09623190488164084,-0.14937033920436424,-0.1690668908058849,-0.2401525422363736,-0.2470799616812571
2017/04/12,2096.0,南岭民爆,南岭民爆2016年度业绩说明会,0.6396396396396397,0.7002583979328165,-0.013181654026724266,-0.05208955223880593,-0.1230380993414168,-0.19852413816434952,-0.2579247396658365,-0.32750252996074103,-0.3900760944225509
2017/05/10,2127.0,南极电商,南极电商2016年度业绩说明会,0.6249105225483178,0.7611940298507462,0.012943632567849632,0.01608204518430437,0.019342024518323328,0.04035009326836474,0.14651526755685845,0.15151033968663544,0.16419849747359197
2017/05/03,2389.0,南洋科技,南洋科技2016年度业绩网上说明会,0.6547231270358306,0.7056277056277056,-0.010237319683573705,-0.04686046511627908,-0.10306546023939372,-0.094136859295159,0.019737683669781896,0.022524136438629317,-0.05139509545395622
2017/05/05,2212.0,南洋股份,南洋股份2016年度业绩网上说明会,0.7196261682242991,0.7788018433179723,0.00365995674596571,-0.0036920391143825,-0.0051151136954568285,-0.1332651583092358,-0.17550932610698947,-0.012960184194020495,-0.0014991866656156564
2017/05/03,300280.0,南通锻压,南通锻压2016年度业绩说明会,0.5692307692307692,0.7542928940388105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/22,300068.0,南都电源,南都电源2016年度业绩说明会,0.660377358490566,0.7578378378378379,0.0,0.0,0.0,0.0,-0.10762103353419734,-0.17221141911994328,-0.18228075172591934
2017/03/14,300422.0,博世科,博世科2016年度业绩说明会,0.8130841121495327,0.7558945908460472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/05,2297.0,博云新材,博云新材2016年度网上业绩说明会,0.6153846153846154,0.8,-0.12765957446808515,-0.12436510206026935,-0.15186445639843366,-0.22087058145005853,-0.20521462833289772,-0.2040314910421249,-0.2330787682176532
2017/04/25,300548.0,博创科技,博创科技2016年度业绩网上说明会,0.6161616161616161,0.8843683083511777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,2698.0,博实股份,博实股份2016年度业绩网上说明会,0.6111111111111112,0.7139946146568663,0.008144185822370073,-0.013901024704106773,-0.08560873115452773,-0.1944978786818937,-0.22705325475854954,-0.29133638283650043,-0.335918534225209
2017/04/06,2649.0,博彦科技,博彦科技2016年度业绩说明会,0.7398373983739838,0.6530612244897959,-0.03472137914289182,-0.03975983523580113,-0.0865517946430227,-0.1076823796198009,-0.4312031468400148,-0.5860418428069929,-0.6185642629517079
2017/05/03,300525.0,博思软件,博思软件2016年度业绩说明会,0.6795252225519288,0.8476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/21,300318.0,博晖创新,博晖创新2016年度业绩网上说明会,0.6476683937823834,0.5466536394723986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/05,300404.0,博济医药,博济医药2016年度业绩网上说明会,0.5111111111111111,0.8108906711692697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/03/21,2282.0,博深工具,博深工具2016年度业绩说明会,0.7971014492753623,0.8781725888324873,0.0,0.0,0.0,0.0,0.0,0.4592525365309078,0.3607632994242928
2017/03/06,300363.0,博腾股份,博腾股份2016年度业绩说明会,0.4796846573681018,0.7369477911646586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/05/05,2268.0,卫士通,卫士通2016年度业绩网上说明会,0.3977635782747603,0.8071334214002642,-0.012184297587347624,-0.002075559567409502,-0.023898333562449255,-0.2774129229635801,-0.399611679662073,-0.34075253114593634,-0.2948377643219565
2017/04/28,300253.0,卫宁健康,卫宁健康2016年度业绩网上说明会,0.5131578947368421,0.8003591422837224,-0.004514136374435553,-0.014102984585110185,-0.07689335182332938,-0.37541930057096223,-0.4966688837265852,-0.5858528843431654,-0.5841167964473553
2017/03/28,2648.0,卫星石化,卫星石化2016年度业绩说明会,0.6774193548387096,0.8430321592649311,-0.02025364376301331,-0.01018307875636436,-0.00428379448821062,-0.01390609501084162,0.11029622414484598,0.313375244949099,0.4669086415939467
2017/05/12,2143.0,印纪传媒,印纪传媒2016年度业绩说明会,0.5862068965517241,0.610223642172524,0.0,0.0,0.0,0.0,0.0,-0.5692126795193151,-0.5273873482331974
2017/04/20,300471.0,厚普股份,厚普股份2016年度业绩说明会,0.7054631828978623,0.7697841726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,2718.0,友邦吊顶,友邦吊顶2016年度网上业绩说明会,0.5964912280701754,0.7523452157598499,0.0246203037569945,0.022968956998102315,-0.021185187177280573,-0.11781198508368745,-0.16136650565106286,-0.2478709708246149,-0.25298275250645896
2017/02/24,2277.0,友阿股份,友阿股份2016年度业绩说明会,0.7090909090909091,0.7808219178082192,-0.014834599047496412,-0.0006902306606639576,0.02108264569922666,-0.2260753762583068,-0.3755754675294905,-0.4275202302099493,-0.43382180139448784
2017/05/05,2481.0,双塔食品,双塔食品2016年度业绩网上说明会,0.7037037037037037,0.8591549295774648,-0.04833625218914207,-0.0574168638684768,-0.08411045134494957,-0.1572708393336265,-0.21748585851756705,-0.2307803117719901,-0.2829210922234116
2017/05/03,2693.0,双成药业,双成药业2016年度业绩说明会,0.5532879818594104,0.7049285599614706,-0.020833333333333297,-0.037293979145643946,-0.0854067639184833,-0.17165354330708624,-0.28172292964062073,-0.35957285080315177,-0.3731343231200471
2017/05/10,2585.0,双星新材,双星新材2016年度业绩网上说明会,0.7799043062200957,0.9193548387096774,-0.02595827268316352,-0.024972519923055818,-0.03572145082097055,-0.1534701867860796,-0.2560579729153688,-0.28426923111683616,-0.3059975227675238
2017/03/17,300444.0,双杰电气,双杰电气2016年度业绩说明会,0.84375,0.8844234305227213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/28,300100.0,双林股份,双林股份2016年度业绩说明会,0.8160919540229885,0.6586834934748315,0.0,0.0,0.0,0.0,0.0,-0.40508523151316217,-0.5261744438841539
2017/05/05,2381.0,双箭股份,双箭股份2016年度业绩网上说明会,0.5304182509505703,0.7889182058047494,-0.03136954858454468,-0.032726346619126365,-0.10778089685453077,-0.20866314940817304,-0.2101959963405738,-0.23797424801744885,-0.29642367733276825
2017/04/18,2395.0,双象股份,双象股份2016年度业绩说明会,0.4826152683295541,0.706959706959707,-0.04670134783636797,-0.0977508202063289,-0.12658151402602888,-0.2581188757359516,-0.3085059186058229,-0.35801824779670177,-0.4125518469193378
2017/05/05,2038.0,双鹭药业,双鹭药业2016年度业绩网上说明会,0.4088566319554012,0.4741611399303959,-0.03723083115314955,-0.023374548981018064,-0.01299438191761387,0.011852338363974785,0.004130325154827946,0.0278648815937758,0.056259900405828914
2017/04/05,300108.0,双龙股份,双龙股份2016年度业绩说明会,0.6135770234986945,0.7865040030499428,0.002270147559591527,-0.019930918595967118,-0.062051282051282325,-0.06868101972568999,-0.0588934010042249,-0.04910534476242032,-0.09240611135826098
2017/04/28,300551.0,古鳌科技,古鳌科技2016年度业绩网上说明会,0.6525075363113182,0.8710407239819005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/27,2782.0,可立克,可立克2016年度业绩说明会,0.6602316602316602,0.7872968980797637,0.0027179967027580955,-0.058172995542515274,-0.09642535847393836,-0.17614502637217727,-0.20682241038764376,-0.3306967380764293,-0.4753644000333378
2017/03/02,300046.0,台基股份,台基股份2016年度业绩说明会,0.5812720848056536,0.8807588075880759,0.0003168567807351197,0.0074838553926006735,0.005883176915534413,-0.05109537075074433,-0.16099762275317792,-0.19612495128246651,-0.1868464398844045
2017/04/26,2366.0,台海核电,台海核电2016年度业绩说明会,0.3548387096774194,0.8222222222222222,-0.015500267245986868,-0.017679259858876317,-0.055164216671619005,-0.10732201750688143,-0.2625431385133952,-0.3556297413360517,-0.35211465036456113
2017/05/08,2588.0,史丹利,史丹利2016年度业绩网上说明会,0.5535889872173058,0.6464379947229552,-0.07298245614035094,-0.08527131782945717,-0.12767816461633275,-0.21690294561017132,-0.2689561870721663,-0.3342992138391816,-0.4148009146448601
2017/04/27,2538.0,司尔特,司尔特2016年度业绩说明会,0.2848645076007931,0.7588843904633378,0.000735023888276288,-0.016876122082585238,-0.04369277269090603,-0.07381100926236994,-0.0608052769401978,-0.1023857319332927,-0.08825825265872171
2017/03/29,2383.0,合众思壮,合众思壮2016年度业绩说明会,0.6940509915014165,0.8145210494203783,0.002646479566715989,-0.01094934789202292,-0.08350015165301773,-0.2236765357784464,-0.4499542223021418,-0.4909307755923864,-0.4608606160446885
2017/04/26,2228.0,合兴包装,合兴包装2016年度业绩网上说明会,0.5607985480943738,0.9263521288837744,-0.00960219478737983,-0.009581661062299178,-0.05367497552526554,-0.11718684296593967,-0.11465107314154878,-0.12926902984923228,-0.26476229803854584
2017/05/05,2217.0,合力泰,合力泰2016年度业绩网上说明会,0.7171717171717171,0.8074866310160428,-0.04043234587670119,-0.014031124978465023,0.01825378466599861,-0.3367325834975544,-0.40128160024931575,-0.3725359513831735,-0.3585285986566385
2017/04/25,300048.0,合康新能,合康新能2016年度报告网上说明会,0.2732732732732733,0.7958783120706575,-0.02396514161220053,-0.05488589567604662,-0.1041890440386682,-0.14332171212609485,-0.27272701043093545,-0.39607191597935065,-0.5428079706126169
2017/05/08,300477.0,合纵科技,合纵科技2016年度业绩网上说明会,0.4891416752843846,0.7819249318515412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/07,2208.0,合肥城建,合肥城建2016年度业绩说明会,0.5789473684210527,0.7543859649122807,-0.018241008681273187,-0.03499955919950617,-0.096698237919719,-0.18281131332451955,-0.20998632643050352,-0.3165323062492319,-0.3649115573607088
2017/05/09,300597.0,吉大通信,吉大通信2016年度业绩说明会,0.559322033898305,0.8568291611769873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/06,2803.0,吉宏股份,吉宏股份2016年度业绩说明会,0.8160919540229885,0.8143459915611815,0.0,0.0,0.0,0.0,-0.2821743110577987,-0.26244322698539874,-0.18407520073898911
2017/05/04,300022.0,吉峰农机,吉峰农机2016年度网上业绩说明会,0.4666666666666667,0.7614678899082569,-0.024345429490124037,-0.026691992402279208,-0.05334563982500764,-0.16654033396950887,-0.2272747736642274,-0.3208185840707964,-0.3544932784604057
2017/04/07,623.0,吉林敖东,吉林敖东2016年度业绩网上说明会,0.5891238670694864,0.8498789346246973,-0.01878707976268941,-0.024419044020404214,-0.045278403387571636,-0.05500845094557183,-0.1273733430192152,-0.14460896091887632,-0.13960068451694696
2017/04/27,300309.0,吉艾科技,吉艾科技2016年度业绩网上说明会,0.6067415730337079,0.6734693877551021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017/04/27,2835.0,同为股份,同为股份2016年度业绩网上说明会,0.6685808039376537,0.8534798534798534,0.05972774364534405,0.08256520886448339,0.047463775853416025,-0.3132586974266699,-0.4309895567445689,-0.5275767986294853,-0.5882587950728639
2017/04/28,2845.0,同兴达,同兴达2016年度业绩说明会,0.4772868699439951,0.7090909090909091,0.027592816787732108,0.06341438017389474,0.09413023365940697,0.0569186470776432,0.13047011108030204,-0.02930113396509309,-0.2063296112802952
