ИХЖЪ,№ЙЖ±ґъВл,ГыіЖ,КХЕМјЫ,ЧоёЯјЫ,ЧоµНјЫ,їЄЕМјЫ,З°КХЕМ,ХЗµш¶о,ХЗµш·щ,»»КЦВК,іЙЅ»Бї,іЙЅ»Ѕр¶о,ЧЬКРЦµ,БчНЁКРЦµ
2016-06-17,'002081,Ѕр у« тл,10.1,10.25,9.92,9.97,9.86,0.24,2.4341,1.0433,27577273,277493132.11,26697417758.9,26697417758.9
2016-06-16,'002081,Ѕр у« тл,9.86,10.06,9.8,10.03,10.03,-0.17,-1.6949,0.6299,16649914,165585906.28,26063023673.5,26063023673.5
2016-06-15,'002081,Ѕр у« тл,10.03,10.05,9.5,9.5,9.69,0.34,3.5088,0.9834,25995088,256894812.99,26512386150.7,26512386150.7
2016-06-14,'002081,Ѕр у« тл,9.69,9.9,9.49,9.8,9.86,-0.17,-1.7241,1.0329,27303405,263566164.81,25613661196.4,25613661196.4
2016-06-13,'002081,Ѕр у« тл,9.86,10.26,9.8,10.04,10.04,-0.18,-1.7928,1.134,29974152,302326229.61,26063023673.5,26063023673.5
2016-06-08,'002081,Ѕр у« тл,10.04,10.21,9.91,10.19,10.22,-0.18,-1.7613,0.9633,25463316,254997167.54,26538819237.6,26538819237.6
2016-06-07,'002081,Ѕр у« тл,10.22,10.32,10.1,10.24,10.23,-0.01,-0.0978,0.6173,16315984,166526708.08,27014614801.6,27014614801.6
2016-06-06,'002081,Ѕр у« тл,10.23,10.58,10.08,10.22,10.21,0.02,0.1959,0.7958,21034300,216445385.07,27041047888.5,27041047888.5
2016-06-03,'002081,Ѕр у« тл,10.21,10.63,10.16,10.4,10.4,-0.19,-1.8269,1.2508,33062880,343468702.47,26988181714.7,26988181714.7
2016-06-02,'002081,Ѕр у« тл,15.8,15.97,15.25,15.25,15.24,0.56,3.6745,1.6282,28692897,451863223.89,27842851529.4,27842851529.4
2016-06-01,'002081,Ѕр у« тл,15.24,15.57,15.01,15.1,15.16,0.08,0.5277,1.3027,22955646,352163186.55,26856016285.3,26856016285.3
2016-05-31,'002081,Ѕр у« тл,15.16,15.26,14.55,14.69,14.6,0.56,3.8356,1.4866,26197031,391484914.46,26715039821.9,26715039821.9
2016-05-30,'002081,Ѕр у« тл,14.6,14.7,14.12,14.12,14.02,0.58,4.1369,1.0056,17721616,256952792.0,25728204577.8,25728204577.8
2016-05-27,'002081,Ѕр у« тл,14.02,14.19,13.98,14.09,14.16,-0.14,-0.9887,0.3466,6107991,86108197.78,24706125217.9,24706125217.9
2016-05-26,'002081,Ѕр у« тл,14.16,14.18,13.67,14.08,14.08,0.08,0.5682,0.4487,7906785,109832379.36,24952834028.9,24952834028.9
2016-05-25,'002081,Ѕр у« тл,14.08,14.29,13.98,14.2,14.09,-0.01,-0.071,0.4233,7459810,105483618.01,24811857565.4,24811857565.4
2016-05-24,'002081,Ѕр у« тл,14.09,14.25,14.04,14.15,14.14,-0.05,-0.3536,0.5228,9212001,130384560.94,24829479623.4,24829479623.4
2016-05-23,'002081,Ѕр у« тл,14.14,14.25,14.0,14.08,14.08,0.06,0.4261,0.4535,7991356,112973190.12,24917589913.0,24917589913.0
2016-05-20,'002081,Ѕр у« тл,14.08,14.1,13.78,13.86,13.99,0.09,0.6433,0.3792,6682056,93033045.97,24811857565.4,24811857565.4
2016-05-19,'002081,Ѕр у« тл,13.99,14.22,13.91,14.05,14.09,-0.1,-0.7097,0.3892,6858047,96604113.87,24653259044.1,24653259044.1
2016-05-18,'002081,Ѕр у« тл,14.09,14.3,13.64,14.3,14.4,-0.31,-2.1528,0.7646,13474095,187609773.36,24829479623.4,24829479623.4
2016-05-17,'002081,Ѕр у« тл,14.4,14.62,14.27,14.4,14.37,0.03,0.2088,0.5017,8841835,127473434.04,25375763419.2,25375763419.2
2016-05-16,'002081,Ѕр у« тл,14.37,14.37,14.0,14.22,14.21,0.16,1.126,0.4703,8287571,117790078.43,25322897245.4,25322897245.4
2016-05-13,'002081,Ѕр у« тл,14.21,14.48,14.1,14.21,14.2,0.01,0.0704,0.4177,7361184,105005944.76,25040944318.5,25040944318.5
2016-05-12,'002081,Ѕр у« тл,14.2,14.35,13.97,14.14,14.3,-0.1,-0.6993,0.5375,9472445,134106648.43,25023322260.6,25023322260.6
2016-05-11,'002081,Ѕр у« тл,14.3,14.47,14.21,14.45,14.3,0.0,0.0,0.4691,8266246,118649071.29,25199542839.9,25199542839.9
2016-05-10,'002081,Ѕр у« тл,14.3,14.52,14.2,14.34,14.33,-0.03,-0.2094,0.4099,7223662,103793759.89,25199542839.9,25199542839.9
2016-05-09,'002081,Ѕр у« тл,14.33,15.0,14.31,14.91,15.11,-0.78,-5.1621,0.9148,16120769,234482355.81,25252409013.7,25252409013.7
2016-05-06,'002081,Ѕр у« тл,15.11,15.87,15.1,15.78,15.74,-0.63,-4.0025,0.7938,13989070,215685235.49,26626929532.2,26626929532.2
2016-05-05,'002081,Ѕр у« тл,15.74,15.79,15.4,15.4,15.69,0.05,0.3187,0.5431,9571378,149946064.39,27737119181.8,27737119181.8
2016-05-04,'002081,Ѕр у« тл,15.69,16.0,15.56,15.78,15.91,-0.22,-1.3828,0.8547,15061529,236841779.97,27649008892.2,27649008892.2
2016-05-03,'002081,Ѕр у« тл,15.91,16.06,15.18,15.28,15.3,0.61,3.9869,0.7056,12434438,195811455.15,28036694166.6,28036694166.6
2016-04-29,'002081,Ѕр у« тл,15.3,15.43,15.07,15.18,15.24,0.06,0.3937,0.4363,7688393,117531061.97,26961748632.9,26961748632.9
2016-04-28,'002081,Ѕр у« тл,15.24,15.56,14.99,15.45,15.49,-0.25,-1.6139,0.8177,14410301,218092719.22,26856016285.3,26856016285.3
2016-04-27,'002081,Ѕр у« тл,15.49,15.83,15.4,15.71,15.7,-0.21,-1.3376,0.614,10820071,169111092.09,27296567733.6,27296567733.6
2016-04-26,'002081,Ѕр у« тл,15.7,15.74,15.46,15.6,15.55,0.15,0.9646,0.5058,8912670,139166595.95,27666630950.1,27666630950.1
2016-04-25,'002081,Ѕр у« тл,15.55,15.98,15.4,15.77,15.7,-0.15,-0.9554,0.8553,15071564,235805585.83,27402300081.2,27402300081.2
2016-04-22,'002081,Ѕр у« тл,15.7,15.78,15.12,15.42,15.45,0.25,1.6181,0.9078,15997491,247451450.03,27666630950.1,27666630950.1
2016-04-21,'002081,Ѕр у« тл,15.45,15.86,15.18,15.56,15.67,-0.22,-1.404,0.385,6784580,106325526.68,27226079501.8,27226079501.8
2016-04-20,'002081,Ѕр у« тл,15.67,16.55,15.27,16.43,16.38,-0.71,-4.3346,1.0354,18245747,288723381.02,27613764776.3,27613764776.3
2016-04-19,'002081,Ѕр у« тл,16.38,16.7,16.19,16.52,16.35,0.03,0.1835,0.4923,8675057,142058216.92,28864930889.3,28864930889.3
2016-04-18,'002081,Ѕр у« тл,16.35,17.12,16.3,17.12,17.13,-0.78,-4.5534,0.8945,15762266,260092904.39,28812064715.5,28812064715.5
2016-04-15,'002081,Ѕр у« тл,17.13,17.31,16.96,17.25,17.22,-0.09,-0.5226,0.4572,8056115,137585174.65,30186585234.1,30186585234.1
2016-04-14,'002081,Ѕр у« тл,17.22,17.5,16.95,17.2,17.31,-0.09,-0.5199,0.6886,12134645,208150128.19,30345183755.5,30345183755.5
2016-04-13,'002081,Ѕр у« тл,17.31,17.91,17.17,17.19,17.21,0.1,0.5811,1.117,19683750,347402525.68,30503782276.8,30503782276.8
2016-04-12,'002081,Ѕр у« тл,17.21,17.96,17.14,17.54,17.55,-0.34,-1.9373,0.8831,15561614,273470450.48,30327561697.5,30327561697.5
2016-04-11,'002081,Ѕр у« тл,17.55,17.97,16.67,16.69,16.45,1.1,6.6869,1.2361,21782161,378799168.6,30926711667.2,30926711667.2
2016-04-08,'002081,Ѕр у« тл,16.45,16.8,16.33,16.59,16.91,-0.46,-2.7203,0.7786,13720793,227387633.75,28988285294.8,28988285294.8
2016-04-07,'002081,Ѕр у« тл,16.91,17.38,16.91,17.21,17.2,-0.29,-1.686,0.8485,14952363,256391791.71,29798899959.6,29798899959.6
2016-04-06,'002081,Ѕр у« тл,17.2,17.57,16.82,17.4,17.55,-0.35,-1.9943,1.2362,21784137,374269813.82,30309939639.6,30309939639.6
2016-04-05,'002081,Ѕр у« тл,17.55,17.96,17.27,17.46,17.55,0.0,0.0,1.2423,21892136,385135410.49,30926711667.2,30926711667.2
2016-04-01,'002081,Ѕр у« тл,17.55,17.6,16.95,17.09,17.08,0.47,2.7518,1.2295,21666100,374681854.03,30926711667.2,30926711667.2
2016-03-31,'002081,Ѕр у« тл,17.08,17.55,17.04,17.4,17.57,-0.49,-2.7888,1.3994,24660685,425461582.21,30098474944.4,30098474944.4
2016-03-30,'002081,Ѕр у« тл,17.57,17.93,16.11,16.29,16.3,1.27,7.7914,2.4573,43302700,743523128.49,30961955783.0,30961955783.0
2016-03-29,'002081,Ѕр у« тл,16.3,16.38,15.53,15.75,15.7,0.6,3.8217,1.7134,30194462,481975440.9,28723954425.9,28723954425.9
2016-03-28,'002081,Ѕр у« тл,15.7,16.25,15.65,15.74,15.74,-0.04,-0.2541,1.1053,19478215,310939275.69,27666630950.1,27666630950.1
2016-03-25,'002081,Ѕр у« тл,15.74,15.88,15.45,15.53,15.55,0.19,1.2219,0.6339,11171373,175036802.01,27737119181.8,27737119181.8
2016-03-24,'002081,Ѕр у« тл,15.55,16.08,15.5,15.6,15.92,-0.37,-2.3241,1.1496,20258588,318794542.31,27402300081.2,27402300081.2
2016-03-23,'002081,Ѕр у« тл,15.92,16.03,15.6,15.91,15.79,0.13,0.8233,0.9326,16434176,259751804.91,28054316224.6,28054316224.6
2016-03-22,'002081,Ѕр у« тл,15.79,16.4,15.31,15.4,15.65,0.14,0.8946,1.634,28795249,458137922.52,27825229471.5,27825229471.5
2016-03-21,'002081,Ѕр у« тл,15.65,16.21,15.58,15.6,15.5,0.15,0.9677,1.7993,31707344,501495960.44,27578520660.5,27578520660.5
2016-03-18,'002081,Ѕр у« тл,15.5,15.62,14.85,14.92,14.91,0.59,3.9571,2.131,37552208,574391095.5,27314189791.5,27314189791.5
2016-03-17,'002081,Ѕр у« тл,14.91,15.0,14.17,14.17,14.11,0.8,5.6697,1.5277,26921365,396102604.6,26274488373.6,26274488373.6
2016-03-16,'002081,Ѕр у« тл,14.11,14.4,14.0,14.32,14.23,-0.12,-0.8433,0.8147,14357133,203719029.62,24864723739.2,24864723739.2
2016-03-15,'002081,Ѕр у« тл,14.23,14.74,14.1,14.39,14.54,-0.31,-2.132,1.7361,30592856,440388960.21,25076188434.4,25076188434.4
2016-03-14,'002081,Ѕр у« тл,14.54,14.82,13.56,13.56,13.47,1.07,7.9436,2.2656,39924012,582079641.89,25622472230.2,25622472230.2
2016-03-11,'002081,Ѕр у« тл,13.47,13.7,13.1,13.42,13.7,-0.23,-1.6788,0.9901,17447510,233886311.96,23736912031.7,23736912031.7
2016-03-10,'002081,Ѕр у« тл,13.7,14.33,13.68,14.23,14.15,-0.45,-3.1802,1.0977,19344151,268670461.23,24142219364.1,24142219364.1
2016-03-09,'002081,Ѕр у« тл,14.15,14.45,14.01,14.15,14.68,-0.53,-3.6104,1.3159,23189738,329600437.18,24935211971.0,24935211971.0
2016-03-08,'002081,Ѕр у« тл,14.68,14.84,14.05,14.51,14.71,-0.03,-0.2039,1.8812,33151071,476424125.41,25869181041.2,25869181041.2
2016-03-07,'002081,Ѕр у« тл,14.71,15.5,14.5,14.76,14.69,0.02,0.1361,2.9055,51200484,769542745.25,25922047215.0,25922047215.0
2016-03-04,'002081,Ѕр у« тл,14.69,15.58,14.33,15.09,14.95,-0.26,-1.7391,3.97,69960426,1050187020.64,25886803099.2,25886803099.2
2016-03-03,'002081,Ѕр у« тл,14.95,15.44,14.76,14.9,14.04,0.91,6.4815,4.9421,87090268,1327741566.49,26344976605.3,26344976605.3
2016-03-02,'002081,Ѕр у« тл,14.04,14.04,12.72,12.72,12.76,1.28,10.0313,1.6299,28722426,394682534.66,24741369333.7,24741369333.7
2016-03-01,'002081,Ѕр у« тл,12.76,12.9,12.07,12.23,12.2,0.56,4.5902,1.4006,24682272,310154717.82,22485745918.7,22485745918.7
2016-02-29,'002081,Ѕр у« тл,12.2,12.63,11.82,12.63,12.63,-0.43,-3.4046,0.9529,16792932,204164171.81,21498910674.6,21498910674.6
2016-02-26,'002081,Ѕр у« тл,12.63,12.85,12.44,12.61,12.45,0.18,1.4458,0.8943,15759841,199736621.8,22256659165.6,22256659165.6
2016-02-25,'002081,Ѕр у« тл,12.45,13.8,12.44,13.8,13.82,-1.37,-9.9132,1.2502,22030463,287509483.64,21939462122.8,21939462122.8
2016-02-24,'002081,Ѕр у« тл,13.82,13.95,13.41,13.65,13.81,0.01,0.0724,0.784,13815178,189552810.03,24353684059.3,24353684059.3
2016-02-23,'002081,Ѕр у« тл,13.81,14.01,13.57,14.0,14.0,-0.19,-1.3571,0.8042,14170925,195106393.34,24336062001.3,24336062001.3
2016-02-22,'002081,Ѕр у« тл,14.0,14.33,13.8,13.81,13.7,0.3,2.1898,1.6962,29890273,421426402.34,24670881102.0,24670881102.0
2016-02-19,'002081,Ѕр у« тл,13.7,14.0,13.6,14.0,13.95,-0.25,-1.7921,1.4835,26142189,359363519.09,24142219364.1,24142219364.1
2016-02-18,'002081,Ѕр у« тл,13.95,14.22,13.27,13.42,13.3,0.65,4.8872,1.9871,35017076,484894652.17,24582770812.3,24582770812.3
2016-02-17,'002081,Ѕр у« тл,13.3,13.38,12.96,12.96,12.85,0.45,3.5019,1.1726,20663826,272086321.92,23437337046.9,23437337046.9
2016-02-16,'002081,Ѕр у« тл,12.85,12.87,12.43,12.45,12.3,0.55,4.4715,1.0288,18129773,230404100.64,22644344440.0,22644344440.0
2016-02-15,'002081,Ѕр у« тл,12.3,12.47,12.1,12.1,12.67,-0.37,-2.9203,0.6095,10741238,132486212.81,21675131253.9,21675131253.9
2016-02-05,'002081,Ѕр у« тл,12.67,12.9,12.66,12.83,12.79,-0.12,-0.9382,0.528,9304948,118868378.99,22327147397.3,22327147397.3
2016-02-04,'002081,Ѕр у« тл,12.79,13.0,12.64,12.74,12.53,0.26,2.075,0.9626,16962461,217197483.37,22538612092.5,22538612092.5
2016-02-03,'002081,Ѕр у« тл,12.53,12.62,12.31,12.5,12.52,0.01,0.0799,0.6601,11632614,144922264.2,22080438586.3,22080438586.3
2016-02-02,'002081,Ѕр у« тл,12.52,12.56,12.02,12.02,12.02,0.5,4.1597,0.7896,13913934,172514322.34,22062816528.4,22062816528.4
2016-02-01,'002081,Ѕр у« тл,12.02,12.36,11.83,12.15,12.36,-0.34,-2.7508,0.6951,12248580,148338302.96,21181713631.9,21181713631.9
2016-01-29,'002081,Ѕр у« тл,12.36,12.46,11.86,11.9,11.84,0.52,4.3919,0.9121,16072636,197074262.12,21780863601.5,21780863601.5
2016-01-28,'002081,Ѕр у« тл,11.84,12.47,11.71,12.03,12.37,-0.53,-4.2846,0.9821,17306727,210344297.61,20864516589.1,20864516589.1
2016-01-27,'002081,Ѕр у« тл,12.37,12.7,11.44,12.56,12.53,-0.16,-1.2769,1.9726,34761197,420551022.59,21798485659.4,21798485659.4
2016-01-26,'002081,Ѕр у« тл,12.53,13.77,12.5,13.66,13.82,-1.29,-9.3343,0.9564,16853800,220415143.63,22080438586.3,22080438586.3
2016-01-25,'002081,Ѕр у« тл,13.82,13.95,13.61,13.74,13.59,0.23,1.6924,0.7117,12542316,172843738.1,24353684059.3,24353684059.3
2016-01-22,'002081,Ѕр у« тл,13.59,13.89,13.2,13.8,13.6,-0.01,-0.0735,1.076,18961508,256484464.21,23948376726.9,23948376726.9
2016-01-21,'002081,Ѕр у« тл,13.6,14.4,13.6,14.06,14.3,-0.7,-4.8951,0.7355,12961818,181449336.04,23965998784.8,23965998784.8
2016-01-20,'002081,Ѕр у« тл,14.3,14.6,14.21,14.48,14.56,-0.26,-1.7857,0.81,14273333,205659454.7,25199542839.9,25199542839.9
2016-01-19,'002081,Ѕр у« тл,14.56,14.66,13.8,13.96,13.97,0.59,4.2233,1.2706,22390980,320805505.25,25657716346.1,25657716346.1
2016-01-18,'002081,Ѕр у« тл,13.97,14.28,13.37,13.48,13.84,0.13,0.9393,0.7336,12926825,180279329.49,24618014928.2,24618014928.2
2016-01-15,'002081,Ѕр у« тл,13.84,14.54,13.67,14.26,14.28,-0.44,-3.0812,1.1975,21102176,296920019.09,24388928175.1,24388928175.1
2016-01-14,'002081,Ѕр у« тл,14.28,14.35,13.27,13.35,13.78,0.5,3.6284,1.1054,19479755,271001612.31,25164298724.0,25164298724.0
2016-01-13,'002081,Ѕр у« тл,13.78,14.65,13.71,14.25,14.14,-0.36,-2.546,1.0403,18331550,261112720.41,24283195827.5,24283195827.5
2016-01-12,'002081,Ѕр у« тл,14.14,14.28,13.79,14.05,13.97,0.17,1.2169,1.1266,19853593,279749098.58,24917589913.0,24917589913.0
2016-01-11,'002081,Ѕр у« тл,13.97,15.3,13.91,14.9,15.26,-1.29,-8.4535,1.1828,20843995,304891512.63,24618014928.2,24618014928.2
2016-01-08,'002081,Ѕр у« тл,15.26,15.94,14.63,15.6,15.27,-0.01,-0.0655,1.6438,28966850,447861531.92,26891260401.2,26891260401.2
2016-01-07,'002081,Ѕр у« тл,15.27,16.74,15.25,16.61,16.94,-1.67,-9.8583,0.3602,6347972,100650716.54,26908882459.1,26908882459.1
2016-01-06,'002081,Ѕр у« тл,16.94,17.08,16.43,16.9,16.75,0.19,1.1343,1.1239,19805890,333491258.62,29851766133.4,29851766133.4
2016-01-05,'002081,Ѕр у« тл,16.75,18.03,15.8,16.2,16.99,-0.24,-1.4126,1.5476,27271826,457729352.01,29516947032.8,29516947032.8
2016-01-04,'002081,Ѕр у« тл,16.99,18.81,16.9,18.81,18.68,-1.69,-9.0471,1.0221,18012081,321422811.75,29939876423.1,29939876423.1
2015-12-31,'002081,Ѕр у« тл,18.68,19.2,18.6,19.16,19.14,-0.46,-2.4033,0.9218,16243746,306625686.09,32918004213.2,32918004213.2
2015-12-30,'002081,Ѕр у« тл,19.14,19.35,18.83,19.2,19.18,-0.04,-0.2086,1.1793,20780867,396913832.63,33728618878.0,33728618878.0
2015-12-29,'002081,Ѕр у« тл,19.18,19.35,18.22,18.55,18.45,0.73,3.9566,1.2066,21262992,401043358.36,33799107109.7,33799107109.7
2015-12-28,'002081,Ѕр у« тл,18.45,19.35,18.45,19.17,19.17,-0.72,-3.7559,1.3008,22922736,432272292.02,32512696880.8,32512696880.8
2015-12-25,'002081,Ѕр у« тл,19.17,19.38,18.93,19.11,19.06,0.11,0.5771,0.9288,16368183,313612947.3,33781485051.8,33781485051.8
2015-12-24,'002081,Ѕр у« тл,19.06,19.35,18.72,18.95,19.07,-0.01,-0.0524,1.3456,23712670,450963985.08,33587642414.6,33587642414.6
2015-12-23,'002081,Ѕр у« тл,19.07,19.99,19.0,19.98,19.85,-0.78,-3.9295,1.7908,31558140,614188489.11,33605264472.5,33605264472.5
2015-12-22,'002081,Ѕр у« тл,19.85,19.89,19.08,19.4,19.34,0.51,2.637,1.9472,34313700,669952443.06,34979784991.1,34979784991.1
2015-12-21,'002081,Ѕр у« тл,19.34,19.87,18.71,19.0,19.16,0.18,0.9395,2.3359,41164189,796074060.91,34081060036.6,34081060036.6
2015-12-18,'002081,Ѕр у« тл,19.16,19.69,18.87,19.38,19.3,-0.14,-0.7254,2.335,41147181,790216161.03,33763862993.9,33763862993.9
2015-12-17,'002081,Ѕр у« тл,19.3,19.48,18.9,18.93,18.91,0.39,2.0624,2.4682,43493980,835318030.52,34010571804.9,34010571804.9
2015-12-16,'002081,Ѕр у« тл,18.91,19.48,18.7,19.12,19.0,-0.09,-0.4737,2.3324,41100942,783941722.01,33323311545.6,33323311545.6
2015-12-15,'002081,Ѕр у« тл,19.0,19.68,18.35,18.4,18.37,0.63,3.4295,4.4403,78247903,1491779468.04,33481910067.0,33481910067.0
2015-12-14,'002081,Ѕр у« тл,18.37,18.37,16.47,16.55,16.7,1.67,10.0,2.7703,48819260,856471708.18,32371720417.4,32371720417.4
2015-12-11,'002081,Ѕр у« тл,16.7,16.84,16.36,16.44,16.46,0.24,1.4581,1.232,21709925,361513662.89,29428836743.1,29428836743.1
2015-12-10,'002081,Ѕр у« тл,16.46,16.88,16.1,16.12,16.1,0.36,2.236,1.8111,31914831,527018978.98,29005907352.8,29005907352.8
2015-12-09,'002081,Ѕр у« тл,16.1,16.15,15.75,15.85,15.97,0.13,0.814,0.9244,16289152,260311772.74,28371513267.3,28371513267.3
2015-12-08,'002081,Ѕр у« тл,15.97,16.72,15.91,16.72,16.76,-0.79,-4.7136,1.5984,28166781,456199563.47,28142426514.2,28142426514.2
2015-12-07,'002081,Ѕр у« тл,16.76,16.92,16.61,16.83,16.76,0.0,0.0,1.0924,19250802,322937322.78,29534569090.7,29534569090.7
2015-12-04,'002081,Ѕр у« тл,16.76,16.98,16.6,16.8,17.04,-0.28,-1.6432,1.4452,25467372,427148166.52,29534569090.7,29534569090.7
2015-12-03,'002081,Ѕр у« тл,17.04,17.45,16.88,17.0,16.94,0.1,0.5903,2.2567,39766912,680551985.3,30027986712.7,30027986712.7
2015-12-02,'002081,Ѕр у« тл,16.94,17.06,16.1,16.3,16.49,0.45,2.7289,2.3974,42247179,705950612.95,29851766133.4,29851766133.4
2015-12-01,'002081,Ѕр у« тл,16.49,16.78,15.77,16.15,16.18,0.31,1.9159,2.0147,35502713,578297359.2,29058773526.6,29058773526.6
2015-11-30,'002081,Ѕр у« тл,16.18,16.25,15.17,16.02,15.86,0.32,2.0177,2.0035,35305189,558192240.77,28512489730.7,28512489730.7
2015-11-27,'002081,Ѕр у« тл,15.86,17.36,15.66,17.29,17.4,-1.54,-8.8506,2.3737,41829098,693572173.94,27948583877.0,27948583877.0
2015-11-26,'002081,Ѕр у« тл,17.4,18.35,17.4,18.17,18.09,-0.69,-3.8143,2.4769,43648435,776055898.59,30662380798.2,30662380798.2
2015-11-25,'002081,Ѕр у« тл,18.09,18.1,17.53,17.88,17.83,0.26,1.4582,2.2219,39154158,699106805.32,31878302795.4,31878302795.4
2015-11-24,'002081,Ѕр у« тл,17.83,17.85,17.06,17.32,17.23,0.6,3.4823,1.9898,35064815,612509983.27,31420129289.2,31420129289.2
2015-11-23,'002081,Ѕр у« тл,17.23,17.7,16.78,16.89,16.91,0.32,1.8924,2.3636,41651457,720215297.73,30362805813.4,30362805813.4
2015-11-20,'002081,Ѕр у« тл,16.91,17.08,16.72,16.92,16.91,0.0,0.0,1.533,27015011,456979471.3,29798899959.6,29798899959.6
2015-11-19,'002081,Ѕр у« тл,16.91,16.94,16.37,16.59,16.54,0.37,2.237,1.5848,27927086,464785160.75,29798899959.6,29798899959.6
2015-11-18,'002081,Ѕр у« тл,16.54,17.08,16.42,16.91,16.91,-0.37,-2.1881,1.7263,30421367,508772460.91,29146883816.2,29146883816.2
2015-11-17,'002081,Ѕр у« тл,16.91,17.9,16.88,17.51,17.31,-0.4,-2.3108,2.3197,40877938,713618895.96,29798899959.6,29798899959.6
2015-11-16,'002081,Ѕр у« тл,17.31,17.38,16.22,16.28,16.8,0.51,3.0357,1.6166,28487336,478760523.28,30503782276.8,30503782276.8
2015-11-13,'002081,Ѕр у« тл,16.8,17.33,16.66,17.21,17.55,-0.75,-4.2735,2.2729,40054022,680832300.27,29605057322.4,29605057322.4
2015-11-12,'002081,Ѕр у« тл,17.55,18.2,17.33,17.66,17.54,0.01,0.057,2.7808,49003258,869285341.89,30926711667.2,30926711667.2
2015-11-11,'002081,Ѕр у« тл,17.54,17.64,17.0,17.3,17.45,0.09,0.5158,2.4257,42745570,738181122.24,30909089609.2,30909089609.2
2015-11-10,'002081,Ѕр у« тл,17.45,17.79,17.11,17.27,17.46,-0.01,-0.0573,2.3121,40744779,710162015.05,30750491087.8,30750491087.8
2015-11-09,'002081,Ѕр у« тл,17.46,17.8,16.81,17.4,17.51,-0.05,-0.2856,3.0951,54542111,945516748.15,30768113145.8,30768113145.8
2015-11-06,'002081,Ѕр у« тл,17.51,17.77,16.41,16.65,16.52,0.99,5.9927,3.6895,65015727,1116960068.55,30856223435.4,30856223435.4
2015-11-05,'002081,Ѕр у« тл,16.52,17.04,15.78,15.88,15.85,0.67,4.2271,4.9311,86895280,1436820621.4,29111639700.4,29111639700.4
2015-11-04,'002081,Ѕр у« тл,15.85,15.9,14.56,14.6,14.48,1.37,9.4613,2.7932,49221637,751399576.52,27930961819.0,27930961819.0
2015-11-03,'002081,Ѕр у« тл,14.48,14.76,14.35,14.55,14.56,-0.08,-0.5495,1.1769,20739896,301449206.46,25516739882.6,25516739882.6
2015-11-02,'002081,Ѕр у« тл,14.56,15.23,14.5,14.93,15.3,-0.74,-4.8366,1.8681,32918934,488982598.66,25657716346.1,25657716346.1
2015-10-30,'002081,Ѕр у« тл,15.3,15.56,14.91,15.55,15.55,-0.25,-1.6077,2.0245,35675576,544107602.04,26961748632.9,26961748632.9
2015-10-29,'002081,Ѕр у« тл,15.55,15.66,15.02,15.21,15.1,0.45,2.9801,1.609,28353161,436709390.13,27402300081.2,27402300081.2
2015-10-28,'002081,Ѕр у« тл,15.1,15.8,15.0,15.26,15.33,-0.23,-1.5003,1.9775,34848186,537329388.12,26609307474.3,26609307474.3
2015-10-27,'002081,Ѕр у« тл,15.33,15.45,14.53,15.4,15.52,-0.19,-1.2242,1.9262,33942768,509767369.64,27014614806.7,27014614806.7
2015-10-26,'002081,Ѕр у« тл,15.52,15.83,15.29,15.66,15.4,0.12,0.7792,2.4822,43741759,680888047.88,27349433907.4,27349433907.4
2015-10-23,'002081,Ѕр у« тл,15.4,15.6,14.9,15.09,15.02,0.38,2.53,2.34,41235126,627429151.94,27137969212.2,27137969212.2
2015-10-22,'002081,Ѕр у« тл,15.02,15.17,14.34,14.63,14.6,0.42,2.8767,2.1179,37322626,548541252.26,26468331010.9,26468331010.9
2015-10-21,'002081,Ѕр у« тл,14.6,16.05,14.5,15.95,15.94,-1.34,-8.4065,2.7604,48643908,747507311.89,25728204577.8,25728204577.8
2015-10-20,'002081,Ѕр у« тл,15.94,16.03,15.38,15.61,15.62,0.32,2.0487,2.4608,43364298,680642455.87,28089560340.4,28089560340.4
2015-10-19,'002081,Ѕр у« тл,15.62,16.1,15.38,15.73,15.72,-0.1,-0.6361,2.1545,37966322,595958570.64,27525654486.7,27525654486.7
2015-10-16,'002081,Ѕр у« тл,15.72,16.18,15.36,15.93,15.77,-0.05,-0.3171,2.1019,37039392,581851701.7,27701875066.0,27701875066.0
2015-10-15,'002081,Ѕр у« тл,15.77,15.85,14.8,14.84,14.97,0.8,5.344,2.2115,38970584,599672387.61,27789985355.6,27789985355.6
2015-10-14,'002081,Ѕр у« тл,14.97,15.29,14.87,15.0,15.12,-0.15,-0.9921,1.6167,28489812,429293142.62,26380220721.2,26380220721.2
2015-10-13,'002081,Ѕр у« тл,15.12,15.19,14.83,14.95,15.17,-0.05,-0.3296,1.7247,30392995,455647845.7,26644551590.2,26644551590.2
2015-10-12,'002081,Ѕр у« тл,15.17,15.35,14.35,14.44,14.22,0.95,6.6807,2.7414,48308237,718641716.65,26732661879.8,26732661879.8
2015-10-09,'002081,Ѕр у« тл,14.22,14.43,13.77,13.88,13.88,0.34,2.4496,1.8401,32426958,460052515.06,25058566376.5,25058566376.5
2015-10-08,'002081,Ѕр у« тл,13.88,14.05,13.53,13.81,13.15,0.73,5.5513,2.1616,38091979,526957256.51,24459416406.8,24459416406.8
2015-09-30,'002081,Ѕр у« тл,13.15,13.24,12.86,12.99,12.97,0.18,1.3878,0.8409,14818732,193834352.22,23173006178.0,23173006178.0
